ID,Client ID,Client Name,Type,Status,Amount,Currency,Recipient Amount,Recipient Currency,Transaction Fee,Fee Currency,Date,Information,Remark
2601201816270273131,8525020145,TESTSC COPA,Deposit,Closed,10.0,CNH,0.0,CNH,0.0,CNH,2026-01-20 18:16:27.000,Deposit to (CNH) 11679401692 - ANEXT Bank Pte. Ltd.,409a6239c8b388437dbfa72c72a138359b9a335e8986d5cadec1ba04021af1ed
2601201812520273111,85250824170001264,test lance,Deposit,Closed,1.0,CNH,0.0,CNH,0.0,CNH,2026-01-20 18:12:52.000,Deposit to (CNH) 11679401692 - ANEXT Bank Pte. Ltd.,28b5bc10e45bf9c000105992c940d924a9703d8733b2f8684150ef1a5a968e3a
2601201812280273088,250703110012611,John Mock-Doe WL 142,QR Payment,Closed,801.0,SGD,801.0,SGD,0.0,,2026-01-20 18:12:28.000,Payment to (SGD) TEST_ACQ_01 - ALIPAY_PLUS_MPM - M00000000001,
2601201759260273060,8525020145,TESTSC COPA,Deposit,Closed,0.01,CNH,0.0,CNH,0.0,CNH,2026-01-20 17:59:26.000,Deposit to (CNH) 11679401692 - ANEXT Bank Pte. Ltd.,cd9aaaf43cdb231e9608b9bccbac72e4ccf2878349eca86702f7e27183daaa26
2601201754540273055,8522120036,MIR test,Deposit,Closed,1.0,USD,0.0,USD,0.0,USD,2026-01-20 17:54:54.000,Deposit to (USD) 11679401692 - ANEXT Bank Pte. Ltd.,93852c91cded92a0bae4d56a7ac5060ab1ec6f2054be179e061bbb013bd96d77
2601201736080273028,8525020145,TESTSC COPA,Deposit,Closed,0.01,CNH,0.0,CNH,0.0,CNH,2026-01-20 17:36:08.000,Deposit to (CNH) 11679401692 - ANEXT Bank Pte. Ltd.,f08e2e5a3af5815c94a811c08e3bf703c1bccefdc1e4f9a91d3cc1f43741f2a3
2601201734110273010,8525020145,TESTSC COPA,Deposit,Closed,0.01,CNH,0.0,CNH,0.0,CNH,2026-01-20 17:34:11.000,Deposit to (CNH) 11679401692 - ANEXT Bank Pte. Ltd.,3744b604333a93c176a5d61f0bbc4f791f64b2dcc2826f8181f3f7c52069c37d
2601201732310272991,8525020145,TESTSC COPA,Deposit,Closed,0.01,CNH,0.0,CNH,0.0,CNH,2026-01-20 17:32:31.000,Deposit to (CNH) 11679401692 - ANEXT Bank Pte. Ltd.,ab5afe1f38732b9d5f9c5769234bbfd8ba3587a16ad3de47d605520c5b1add2e
2601201729060272977,8525020145,TESTSC COPA,Deposit,Closed,0.01,CNH,0.0,CNH,0.0,CNH,2026-01-20 17:29:06.000,Deposit to (CNH) 11679401692 - ANEXT Bank Pte. Ltd.,c4feeaa18d41d816adf89201c910b3fdcdcd0c29e371a7f2cdca87f8dc69dbaf
2601201726410272954,8525020145,TESTSC COPA,Deposit,Closed,0.01,CNH,0.0,CNH,0.0,CNH,2026-01-20 17:26:41.000,Deposit to (CNH) 11679401692 - ANEXT Bank Pte. Ltd.,e45e42d4e4a57789c2180c259a6f009515b1bef75d729fbe68b480f6fe4dd007
2601201632170272931,250703110012611,John Mock-Doe WL 142,QR Payment,Closed,1041.73,SGD,801.0,USD,0.0,,2026-01-20 16:32:17.000,Payment to (SGD) TEST_ACQ_01 - ALIPAY_PLUS_MPM - M00000000001,
2601201619550272901,250703110012611,John Mock-Doe WL 142,QR Payment,Completed,200.0,SGD,200.0,SGD,0.0,SGD,2026-01-20 16:19:55.000,Payment to (SGD) DTC Mock - UEN - S1234567J,
2601201603270272896,260115160054271,Test WL 694 PH,Refund,Completed,13.67,SGD,13.67,SGD,0.0,SGD,2026-01-20 16:03:27.111,,
2601201602280272875,260115160054271,Test WL 694 PH,QR Payment,Refunded,13.67,SGD,73.11,CNH,0.0,SGD,2026-01-20 16:02:28.878,Payment to (SGD) TEST_ACQ_01 - ALIPAY_PLUS_MPM - M00000000001,
2601201559210272846,260115160054271,Test WL 694 PH,QR Payment,Closed,13.67,SGD,73.11,CNH,0.0,,2026-01-20 15:59:21.000,Payment to (SGD) TEST_ACQ_01 - ALIPAY_PLUS_MPM - M00000000001,
2601201550440272837,260115160054271,Test WL 694 PH,Refund,Completed,50.42,SGD,50.42,SGD,0.0,SGD,2026-01-20 15:50:44.709,,
2601201547320272800,8525020145,TESTSC COPA,Deposit,Closed,0.01,CNH,0.0,CNH,0.0,CNH,2026-01-20 15:47:32.000,Deposit to (CNH) 11679401692 - ANEXT Bank Pte. Ltd.,0c381bbe11548accda40a2bdb25b5559120038a18e07c99b93323b737bcaf89b
2601201544290272772,260115160054271,Test WL 694 PH,QR Payment,Refunded,50.42,SGD,33.33,EUR,0.0,SGD,2026-01-20 15:44:29.361,Payment to (SGD) TEST_ACQ_01 - ALIPAY_PLUS_MPM - M00000000001,
2601201536380272758,8525020145,TESTSC COPA,Deposit,Closed,0.01,CNH,0.0,CNH,0.0,CNH,2026-01-20 15:36:38.000,Deposit to (CNH) 11679401692 - ANEXT Bank Pte. Ltd.,9ca280066928b652be8a709626806eda4ce4d7df83d400101e3cd711cefa0ae4
2601201535230272740,8525020145,TESTSC COPA,Deposit,Closed,0.01,CNH,0.0,CNH,0.0,CNH,2026-01-20 15:35:23.000,Deposit to (CNH) 11679401692 - ANEXT Bank Pte. Ltd.,ff3411c84fd317c417eced5f02055b957c3d039232be63935bf49458e1cb82e0
2601201533280272721,260115160054271,Test WL 694 PH,QR Payment,Completed,13.01,SGD,10.0,USD,0.0,SGD,2026-01-20 15:33:28.787,Payment to (SGD) TEST_ACQ_01 - ALIPAY_PLUS_MPM - M00000000001,
2601201533020272691,8525020145,TESTSC COPA,Deposit,Closed,0.01,CNH,0.0,CNH,0.0,CNH,2026-01-20 15:33:02.000,Deposit to (CNH) 11679401692 - ANEXT Bank Pte. Ltd.,a28719edbedab021876dba4572adfc39fdb95f71d5cb42d12226a8fd39b3898d
2601201532510272677,8525020145,TESTSC COPA,Deposit,Closed,0.01,CNH,0.0,CNH,0.0,CNH,2026-01-20 15:32:51.000,Deposit to (CNH) 11679401692 - ANEXT Bank Pte. Ltd.,18c66188003cac3abf56fd714feba7993bd3df9ee9fa1d49715297f78e7eaa3e
2601201530540272650,8525020145,TESTSC COPA,Deposit,Closed,0.01,CNH,0.0,CNH,0.0,CNH,2026-01-20 15:30:54.000,Deposit to (CNH) 11679401692 - ANEXT Bank Pte. Ltd.,33301ca77e7de46f07d8a46edd4fef6e9546c46c8f2f40e76f6b9e3ff5f82c09
2601201528470272648,8525020145,TESTSC COPA,Deposit,Closed,0.01,CNH,0.0,CNH,0.0,CNH,2026-01-20 15:28:47.000,Deposit to (CNH) 11679401692 - ANEXT Bank Pte. Ltd.,aa98353a18214a2ceedf9a0a1b4af3fc1f314cd5f9242cb1f34b9b631a21521d
2601201527120272638,8525020145,TESTSC COPA,Deposit,Closed,0.01,CNH,0.0,CNH,0.0,CNH,2026-01-20 15:27:12.000,Deposit to (CNH) 11679401692 - ANEXT Bank Pte. Ltd.,40570017e54a39802f7ce2fa5d69635a79bde6e4d5c0e25c6a6efac788887d94
2601201524540272614,260115160054271,Test WL 694 PH,QR Payment,Completed,95.08,SGD,73.11,USD,0.0,SGD,2026-01-20 15:24:54.172,Payment to (SGD) TEST_ACQ_01 - ALIPAY_PLUS_MPM - M00000000001,
2601201512070272584,250416160002171,SHIMUL MD IMAM JUED 019,Refund,Completed,467.37,SGD,467.37,SGD,0.0,SGD,2026-01-20 15:12:07.000,,
2601201511320272562,260116140055633,tester lili,Deposit,Completed,1000.0,SGD,1000.0,SGD,0.0,SGD,2026-01-20 15:11:32.000,Deposit to (SGD) 1234567878 - DBS BANK LTD,
2601201511140272542,250416160002171,SHIMUL MD IMAM JUED 019,QR Payment,Refunded,467.37,SGD,2500.0,CNH,0.0,SGD,2026-01-20 15:11:14.000,Payment to (SGD) TEST_ACQ_01 - ALIPAY_PLUS_MPM - M00000000001,
2601201506440272511,8525020145,TESTSC COPA,Deposit,Closed,0.01,CNH,0.0,CNH,0.0,CNH,2026-01-20 15:06:44.000,Deposit to (CNH) 11679401692 - ANEXT Bank Pte. Ltd.,b0bced516812af6348165f4b395dcf2bcc9a684f2381648ff54c4ae61a2014e9
2601201506180272496,8525020145,TESTSC COPA,Deposit,Closed,0.01,CNH,0.0,CNH,0.0,CNH,2026-01-20 15:06:18.000,Deposit to (CNH) 11679401692 - ANEXT Bank Pte. Ltd.,95b362fb93f09c5118fe26ec52b622795ce866cefbf4d81409e4d758cc6f51e7
2601201502130272465,8525020145,TESTSC COPA,Deposit,Closed,0.01,CNH,0.0,CNH,0.0,CNH,2026-01-20 15:02:13.000,Deposit to (CNH) 11679401692 - ANEXT Bank Pte. Ltd.,bd9745bf5c92ec22e73c47ad3cdda6ae7b0a922560d1a0314df8d90a31b58ffa
2601201501330272433,8525020145,TESTSC COPA,Deposit,Closed,0.01,CNH,0.0,CNH,0.0,CNH,2026-01-20 15:01:33.000,Deposit to (CNH) 11679401692 - ANEXT Bank Pte. Ltd.,d88e53280bfa19064063b21c900fb6a8026d328240b39fdb34dee9108e3736d0
2601201500480272429,8525020145,TESTSC COPA,Deposit,Closed,0.01,CNH,0.0,CNH,0.0,CNH,2026-01-20 15:00:48.000,Deposit to (CNH) 11679401692 - ANEXT Bank Pte. Ltd.,0542f1d75bc5a7a99c1c52c27ed32da4a2add80402228f27e361c23175711b7b
2601201459570272419,8525020145,TESTSC COPA,Deposit,Closed,0.01,CNH,0.0,CNH,0.0,CNH,2026-01-20 14:59:57.000,Deposit to (CNH) 11679401692 - ANEXT Bank Pte. Ltd.,
2601201459100272394,8525020145,TESTSC COPA,Deposit,Closed,0.01,CNH,0.0,CNH,0.0,CNH,2026-01-20 14:59:10.000,Deposit to (CNH) 11679401692 - ANEXT Bank Pte. Ltd.,ac8f3eb0824d1b4a4f3f5fc0a7eb7ed9d6081befd00d53b65220419dbbcda553
2601201457390272375,8525020145,TESTSC COPA,Deposit,Closed,0.01,CNH,0.0,CNH,0.0,CNH,2026-01-20 14:57:39.000,Deposit to (CNH) 11679401692 - ANEXT Bank Pte. Ltd.,c607ee2235b692d86e88594bceb298abad9257b8f9d585b69af9e1975b295f36
2601201457150272361,250416160002171,SHIMUL MD IMAM JUED 019,Refund,Completed,186.95,SGD,186.95,SGD,0.0,SGD,2026-01-20 14:57:15.000,,
2601201456000272335,250416160002171,SHIMUL MD IMAM JUED 019,QR Payment,Refunded,186.95,SGD,1000.0,CNH,0.0,SGD,2026-01-20 14:56:00.000,Payment to (SGD) TEST_ACQ_01 - ALIPAY_PLUS_MPM - M00000000001,
2601201454260272301,8525020145,TESTSC COPA,Deposit,Closed,0.01,CNH,0.0,CNH,0.0,CNH,2026-01-20 14:54:26.000,Deposit to (CNH) 11679401692 - ANEXT Bank Pte. Ltd.,b4b5780159a7febc45bb498d024b1309d217514e56f491949d26d5b0256fa976
2601201452130272289,85250625100001037,YH Company,QR Payment,Completed,63.16,SGD,63.16,SGD,0.0,SGD,2026-01-20 14:52:13.000,Payment to (SGD) DTC Mock - MOBILE - +65 98276761,
2601201448410272272,8525020145,TESTSC COPA,Deposit,Closed,0.01,CNH,0.0,CNH,0.0,CNH,2026-01-20 14:48:41.000,Deposit to (CNH) 11679401692 - ANEXT Bank Pte. Ltd.,1fa90c1820339241f1f9f280eac4de900461a7c0bea98ddddf88326818682edc
2601201447590272263,8525020145,TESTSC COPA,Deposit,Authorized,0.01,CNH,0.0,CNH,0.0,CNH,2026-01-20 14:47:59.634,Deposit to (CNH) HAWEFADS12 - Offshore RMB,
2601201447320272248,8525030164,testsc mickey,Deposit,Authorized,0.01,CNH,0.0,CNH,0.0,CNH,2026-01-20 14:47:32.185,Deposit to (CNH) HAWEFADS12 - Offshore RMB,
2601201446570272215,85251024110001951,Company Soy Bean,Deposit,Authorized,0.01,CNH,0.0,CNH,0.0,CNH,2026-01-20 14:46:57.912,Deposit to (CNH) HAWEFADS12 - Offshore RMB,
2601201446160272200,85250625100001037,YH Company,Withdraw,Completed,68.27,CAD,33.27,CAD,35.0,CAD,2026-01-20 14:46:16.000,Withdraw to (CAD) 1234 - The Toronto-Dominion Bank,
2601201441400272181,250416160002171,SHIMUL MD IMAM JUED 019,QR Payment,Closed,128.75,SGD,99.0,USD,0.0,SGD,2026-01-20 14:41:40.782,Payment to (SGD) TEST_ACQ_01 - ALIPAY_PLUS_UPM - M00000000001,
2601201441020272169,85251028110002010,company07,Card Fee Refund,Completed,5.0,SGD,5.0,SGD,0.0,SGD,2026-01-20 14:41:02.000,"Transfer In, From (8523110212) DTC(Test)",
2601201440160272130,85250703090001089,ABC Company,Transfer In,Completed,12.69,SGD,12.69,SGD,0.0,SGD,2026-01-20 14:40:16.715,"Transfer In, From (85250625100001037) YH Company",
2601201440130272125,85250625100001037,YH Company,Transfer Out,Completed,12.69,SGD,12.69,SGD,0.0,SGD,2026-01-20 14:40:13.000,"Transfer Out, To (85250703090001089) ABC Company",
2601201434110272095,250507120005941,W A1,QR Payment,Completed,95.08,SGD,73.11,USD,0.0,SGD,2026-01-20 14:34:11.000,Payment to (SGD) TEST_ACQ_01 - ALIPAY_PLUS_UPM - M00000000001,
2601201433240272063,8523110212,DTC(Test),Card Fee Credit,Closed,5.0,SGD,5.0,SGD,0.0,SGD,2026-01-20 14:33:24.000,"Transfer In, From (85251028110002010) company07",
2601201433230272048,85251028110002010,company07,Card Fee Debit,Completed,5.0,SGD,5.0,SGD,0.0,SGD,2026-01-20 14:33:23.000,"Transfer Out, To (8523110212) DTC(Test)",
2601201428140272028,260104220049270,SG Punggol,Deposit,Authorized,58.0,SGD,0.0,SGD,0.0,SGD,2026-01-20 14:28:14.434,Deposit to (SGD) 544344 - BANGKOK BANK PUBLIC COMPANY LIMITED,
2601201428100272016,260104220049270,SG Punggol,Invoice Payment,Pending,180.65,MYR,60.65,MYR,120.0,MYR,2026-01-20 14:28:10.000,Payout to third-party (MYR) 83836528111 - Malayan Banking Berhad,
2601201428070271997,260104220049270,SG Punggol,Deposit,Risk Withheld,58.0,SGD,0.0,SGD,0.0,SGD,2026-01-20 14:28:07.000,Deposit to (SGD) 544344 - BANGKOK BANK PUBLIC COMPANY LIMITED,
2601201424170271982,250507120005941,W A1,QR Payment,Completed,21.75,SGD,25.0,AUD,0.0,SGD,2026-01-20 14:24:17.000,Payment to (SGD) TEST_ACQ_01 - ALIPAY_PLUS_UPM - M00000000001,
2601201423530271952,8525020145,TESTSC COPA,Deposit,Closed,1.0,USD,0.0,USD,0.0,USD,2026-01-20 14:23:53.000,Deposit to (USD) 11679401692 - ANEXT Bank Pte. Ltd.,faf78b032474becadae75a2e9ce7258b726e2d7bd9c80c0b4dad8d826cd9daa4
2601201422270271937,8525020145,TESTSC COPA,Withdraw,Completed,1.0,USD,1.0,USD,0.0,USD,2026-01-20 14:22:27.000,Withdraw to (USD) 11931801820 - ANEXT Bank Pte. Ltd.,
2601201420580271901,250507120005941,W A1,QR Payment,Completed,15.13,SGD,10.0,EUR,0.0,SGD,2026-01-20 14:20:58.000,Payment to (SGD) TEST_ACQ_01 - ALIPAY_PLUS_UPM - M00000000001,
2601201417020271898,260119160057872,Jing Jing,Withdraw,Completed,1277.29,SGD,1272.29,SGD,5.0,SGD,2026-01-20 14:17:02.000,Withdraw to (SGD) 0052312891 - DBS Bank Ltd,
2601201413540271867,250507120005941,W A1,QR Payment,Completed,95.08,SGD,73.11,USD,0.0,SGD,2026-01-20 14:13:54.000,Payment to (SGD) TEST_ACQ_01 - ALIPAY_PLUS_UPM - M00000000001,
2601201412470271859,260104220049270,SG Punggol,Deposit,Risk Withheld,15.0,SGD,0.0,SGD,0.0,SGD,2026-01-20 14:12:47.000,Deposit to (SGD) 544344 - BANGKOK BANK PUBLIC COMPANY LIMITED,
2601201407320271821,85251024110001951,Company Soy Bean,Deposit,Closed,2.0,CNH,0.0,CNH,0.0,CNH,2026-01-20 14:07:32.000,Deposit to (CNH) 11679401692 - ANEXT Bank Pte. Ltd.,43828f352275bb434a0e6d31ca7077b9787030fbdf42578a5abac7070ba32c10
2601201407140271805,85251024110001951,Company Soy Bean,Withdraw,Completed,53.57,CNH,53.57,CNH,0.0,CNH,2026-01-20 14:07:14.000,Withdraw to (CNH) 11925700566 - ANEXT Bank Pte. Ltd.,
2601201224280271792,250507120005941,W A1,QR Payment,Completed,32.51,SGD,25.0,USD,0.0,SGD,2026-01-20 12:24:28.000,Payment to (SGD) TEST_ACQ_01 - ALIPAY_PLUS_UPM - M00000000001,
2601201212430271787,260105110049468,marmotLOL test,Deposit,Completed,10000.0,SGD,10000.0,SGD,0.0,SGD,2026-01-20 12:12:43.000,Deposit to (SGD) 544344 - BANGKOK BANK PUBLIC COMPANY LIMITED,
2601201209210271763,260105110049468,marmotLOL test,Deposit,Completed,10000.0,SGD,10000.0,SGD,0.0,SGD,2026-01-20 12:09:21.000,Deposit to (SGD) 1234567878 - DBS BANK LTD,
2601201207510271742,260105110049468,marmotLOL test,Deposit,Completed,20000.0,SGD,20000.0,SGD,0.0,SGD,2026-01-20 12:07:51.000,Deposit to (SGD) 1234567878 - DBS BANK LTD,
2601201203290271731,260104220049270,SG Punggol,Deposit,Completed,60.0,SGD,60.0,SGD,0.0,SGD,2026-01-20 12:03:29.000,Deposit to (SGD) 1234567878 - DBS BANK LTD,
2601201202510271704,251222160047644,test4 Marmot4,QR Payment,Completed,60.0,SGD,60.0,SGD,0.0,SGD,2026-01-20 12:02:51.000,Payment to (SGD) DTC Mock - MOBILE - +65 98765432,
2601201202210271673,251222160047644,test4 Marmot4,QR Payment,Completed,60.0,SGD,60.0,SGD,0.0,SGD,2026-01-20 12:02:21.000,Payment to (SGD) DTC Mock - MOBILE - +65 98765432,
2601201202000271650,251222160047644,test4 Marmot4,QR Payment,Completed,33.0,SGD,33.0,SGD,0.0,SGD,2026-01-20 12:02:00.000,Payment to (SGD) DTC Mock - MOBILE - +65 98765432,
2601201201370271628,251222160047644,test4 Marmot4,QR Payment,Completed,30.0,SGD,30.0,SGD,0.0,SGD,2026-01-20 12:01:37.000,Payment to (SGD) DTC Mock - MOBILE - +65 98765432,
2601201201070271601,251222160047644,test4 Marmot4,QR Payment,Completed,20.0,SGD,20.0,SGD,0.0,SGD,2026-01-20 12:01:07.000,Payment to (SGD) DTC Mock - MOBILE - +65 98765432,
2601201200500271599,85250611100000722,test business,Deposit,Closed,1.0,USD,0.0,USD,0.0,USD,2026-01-20 12:00:50.000,Deposit to (USD) 11679401692 - ANEXT Bank Pte. Ltd.,a14efcaf39ecd5ba59a4278af5a6b2d286316d8c592d9d1535d26ab3008a9f99
2601201200270271565,85250611100000722,test business,Withdraw,Completed,0.77,USD,0.77,USD,0.0,USD,2026-01-20 12:00:27.000,Withdraw to (USD) 11246245606 - ANEXT Bank Pte. Ltd.,
2601201157020271556,251222160047644,test4 Marmot4,QR Payment,Completed,200.0,SGD,200.0,SGD,0.0,SGD,2026-01-20 11:57:02.000,Payment to (SGD) DTC Mock - MOBILE - +65 98765432,
2601201156350271548,251222160047644,test4 Marmot4,QR Payment,Completed,160.0,SGD,160.0,SGD,0.0,SGD,2026-01-20 11:56:35.000,Payment to (SGD) DTC Mock - MOBILE - +65 98765432,
2601201156100271519,251222160047644,test4 Marmot4,QR Payment,Completed,180.0,SGD,180.0,SGD,0.0,SGD,2026-01-20 11:56:10.000,Payment to (SGD) DTC Mock - MOBILE - +65 98765432,
2601201153560271491,250613140009419,SHIMUL MD IMAM JUED 000,QR Payment,Closed,12.0,SGD,12.0,SGD,0.0,SGD,2026-01-20 11:53:56.000,Payment to (SGD) TEST_ACQ_01 - ALIPAY_PLUS_UPM - M00000000001,
2601201151240271466,260105110049468,marmotLOL test,Deposit,Completed,100.0,SGD,100.0,SGD,0.0,SGD,2026-01-20 11:51:24.000,Deposit to (SGD) 1234567878 - DBS BANK LTD,
2601201146150271454,260105110049468,marmotLOL test,Deposit,Completed,100.0,SGD,100.0,SGD,0.0,SGD,2026-01-20 11:46:15.000,Deposit to (SGD) 544344 - BANGKOK BANK PUBLIC COMPANY LIMITED,
2601201144130271422,85260119090003203,tgchuah,Transfer In,Completed,100.0,USD,100.0,USD,0.0,USD,2026-01-20 11:44:13.125,"Transfer In, From (85260116100003122) tiongguan",
2601201144110271400,85260116100003122,tiongguan,Transfer Out,Completed,100.0,USD,100.0,USD,0.0,USD,2026-01-20 11:44:11.000,"Transfer Out, To (85260119090003203) tgchuah",
2601201141220271372,85260116100003122,tiongguan,QR Payment,Completed,127.8,SGD,127.8,SGD,0.0,SGD,2026-01-20 11:41:22.000,Payment to (SGD) DTC Mock - MOBILE - +65 97781122,
2601201140370271352,250507120005941,W A1,QR Payment,Closed,780.32,SGD,600.0,USD,0.0,SGD,2026-01-20 11:40:37.000,Payment to (SGD) TEST_ACQ_01 - ALIPAY_PLUS_UPM - M00000000001,
2601201140110271340,250507120005941,W A1,QR Payment,Closed,600.0,SGD,600.0,SGD,0.0,SGD,2026-01-20 11:40:11.000,Payment to (SGD) TEST_ACQ_01 - ALIPAY_PLUS_UPM - M00000000001,
2601201139000271310,85250824170001264,test lance,Deposit,Closed,8.0,CNH,0.0,CNH,0.0,CNH,2026-01-20 11:39:00.000,Deposit to (CNH) 11679401692 - ANEXT Bank Pte. Ltd.,deb2a47e05c39ae46181501b73fb910b9ff4d717955889dd9aeb0e5eb686c1ef
2601201136490271283,85260116100003122,tiongguan,Withdraw,Completed,147.84,AUD,107.84,AUD,40.0,AUD,2026-01-20 11:36:49.000,Withdraw to (AUD) 43124124134 - The Hongkong and Shanghai Banking Corporation Limited,
2601201128330271256,250611180009243,SHIMUL MD IMAM JUED WL 106,QR Payment,Closed,624.9,SGD,2000.0,MYR,0.0,,2026-01-20 11:28:33.000,Payment to (SGD) TEST_ACQ_01 - ALIPAY_PLUS_MPM - M00000000001,
2601201128020271242,250611180009243,SHIMUL MD IMAM JUED WL 106,QR Payment,Closed,2000.0,SGD,2000.0,SGD,0.0,,2026-01-20 11:28:02.000,Payment to (SGD) TEST_ACQ_01 - ALIPAY_PLUS_MPM - M00000000001,
2601201126060271212,250611180009243,SHIMUL MD IMAM JUED WL 106,QR Payment,Closed,40000.0,SGD,40000.0,SGD,0.0,,2026-01-20 11:26:06.000,Payment to (SGD) TEST_ACQ_01 - ALIPAY_PLUS_MPM - M00000000001,
2601201118270271197,260108110050481,null guan+001,Invoice Payment,Completed,120.0,USD,100.0,USD,20.0,USD,2026-01-20 11:18:27.000,Payout to third-party (USD) 1726491746 - Oversea-Chinese Banking Corp Ltd,
2601201117100271163,260108110050481,null guan+001,Invoice Payment,Completed,127.8,SGD,122.8,SGD,5.0,SGD,2026-01-20 11:17:10.000,Payout to third-party (SGD) 45254252 - The Hongkong and Shanghai Banking Corporation Limited,
2601201117000271158,85250611100000722,test business,Deposit,Closed,1.0,USD,0.0,USD,0.0,USD,2026-01-20 11:17:00.000,Deposit to (USD) 11679401692 - ANEXT Bank Pte. Ltd.,b1517626c7d63e812f8d331494561bd24df4e0c2824f9981929c67a45babdbb1
2601201116490271131,85250611100000722,test business,Deposit,Closed,1.0,USD,0.0,USD,0.0,USD,2026-01-20 11:16:49.000,Deposit to (USD) 11679401692 - ANEXT Bank Pte. Ltd.,57a1adb7ea1d56b60b973b9508085c63648bf579b108deaf2c89f7629a738935
2601201116400271118,260120100058549,TEST TTWO,Deposit,Completed,1000.0,SGD,1000.0,SGD,0.0,SGD,2026-01-20 11:16:40.000,Deposit to (SGD) 544344 - BANGKOK BANK PUBLIC COMPANY LIMITED,
2601201116350271084,85250611100000722,test business,Deposit,Closed,1.0,USD,0.0,USD,0.0,USD,2026-01-20 11:16:35.000,Deposit to (USD) 11679401692 - ANEXT Bank Pte. Ltd.,54a09eb7357192734e9d9b6e967795784498d9f0bbc97b0282e33f4dc8d07ac5
2601201116240271060,85250611100000722,test business,Deposit,Closed,1.0,USD,0.0,USD,0.0,USD,2026-01-20 11:16:24.000,Deposit to (USD) 11679401692 - ANEXT Bank Pte. Ltd.,d9f1b95ff43986b85f7e3fc6dfe99789386f51cf9f4382de4425bf5270ebb0a8
2601201116120271047,85250611100000722,test business,Deposit,Closed,1.0,USD,0.0,USD,0.0,USD,2026-01-20 11:16:12.000,Deposit to (USD) 11679401692 - ANEXT Bank Pte. Ltd.,be00311fedc2b423cd8364a0118420ac3fcb84e8239913c596b2ea5a293860ec
2601201115540271015,260108110050481,null guan+001,Withdraw,Completed,400.99,MYR,280.99,MYR,120.0,MYR,2026-01-20 11:15:54.000,"Withdraw to (MYR) 123432190 - Bank of America, National Association",
2601201115170270995,260120100058549,TEST TTWO,Deposit,Completed,100.0,SGD,100.0,SGD,0.0,SGD,2026-01-20 11:15:17.000,Deposit to (SGD) 1234567878 - DBS BANK LTD,
2601201113100270968,85260116100003122,tiongguan,Withdraw,Completed,721.79,MYR,601.79,MYR,120.0,MYR,2026-01-20 11:13:10.000,Withdraw to (MYR) 4525245245 - The Hongkong and Shanghai Banking Corporation Limited,
2601201112340270948,1669025274037,mirya,Withdraw,Authorized,9.91,SGD,1.88,SGD,8.03,SGD,2026-01-20 11:12:34.358,Withdraw to (SGD) 1231231123 - DBS Bank Ltd,
2601201110430270934,250611180009243,SHIMUL MD IMAM JUED WL 106,QR Payment,Closed,3496.42,SGD,2004.0,GBP,0.0,,2026-01-20 11:10:43.000,Payment to (SGD) TEST_ACQ_01 - ALIPAY_PLUS_MPM - M00000000001,
2601201110260270907,260120100058549,TEST TTWO,Deposit,Completed,100.0,SGD,100.0,SGD,0.0,SGD,2026-01-20 11:10:26.000,Deposit to (SGD) 1234567878 - DBS BANK LTD,
2601201110240270883,260120100058549,TEST TTWO,Deposit,Completed,100.0,SGD,100.0,SGD,0.0,SGD,2026-01-20 11:10:24.000,Deposit to (SGD) 1234567878 - DBS BANK LTD,
2601201110000270861,250611180009243,SHIMUL MD IMAM JUED WL 106,QR Payment,Closed,2004.0,SGD,2004.0,SGD,0.0,,2026-01-20 11:10:00.000,Payment to (SGD) TEST_ACQ_01 - ALIPAY_PLUS_MPM - M00000000001,
2601201108580270846,260120100058549,TEST TTWO,Deposit,Completed,19000.0,SGD,19000.0,SGD,0.0,SGD,2026-01-20 11:08:58.000,Deposit to (SGD) 1234567878 - DBS BANK LTD,
2601201108570270815,260120100058549,TEST TTWO,Deposit,Authorized,19000.0,SGD,0.0,SGD,0.0,SGD,2026-01-20 11:08:57.604,Deposit to (SGD) 1234567878 - DBS BANK LTD,
2601201105570270785,85250824170001264,test lance,Deposit,Closed,1.0,CNH,0.0,CNH,0.0,CNH,2026-01-20 11:05:57.000,Deposit to (CNH) 11679401692 - ANEXT Bank Pte. Ltd.,6bbdba09e483919d3e70aca89e92a225fca1432df3b225a203ef989cc3a964d8
2601201105400270757,85250824170001264,test lance,Deposit,Closed,1.0,CNH,0.0,CNH,0.0,CNH,2026-01-20 11:05:40.000,Deposit to (CNH) 11679401692 - ANEXT Bank Pte. Ltd.,0d9fc0a1caa7d98692fa04371e5465333352c524a1b437ec3c507348c79e0c41
2601201105280270747,85250824170001264,test lance,Deposit,Closed,1.0,CNH,0.0,CNH,0.0,CNH,2026-01-20 11:05:28.000,Deposit to (CNH) 11679401692 - ANEXT Bank Pte. Ltd.,0cc267f414806e9104fc2030e931cea3178a0f42b8520aadb3ac8c0064208705
2601201058570270721,250805090014129,John Mock-Doe WL 177,QR Payment,Closed,52021.23,SGD,40000.0,USD,0.0,,2026-01-20 10:58:57.000,Payment to (SGD) TEST_ACQ_01 - ALIPAY_PLUS_MPM - M00000000001,
2601201058280270691,250805090014129,John Mock-Doe WL 177,QR Payment,Closed,40000.0,SGD,40000.0,SGD,0.0,,2026-01-20 10:58:28.000,Payment to (SGD) TEST_ACQ_01 - ALIPAY_PLUS_MPM - M00000000001,
